INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.12596441805362701 	 loss eva: 0.04941597580909729 	
DEBUG:root:Epoch: 1 	 Loss: 0.12200350314378738 	 loss eva: 0.04690263420343399 	
DEBUG:root:Epoch: 2 	 Loss: 0.11183062940835953 	 loss eva: 0.04672502726316452 	
DEBUG:root:Epoch: 3 	 Loss: 0.10424452275037766 	 loss eva: 0.04680582508444786 	
INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.12596441805362701 	 loss eva: 0.04941597580909729 	
DEBUG:root:Epoch: 1 	 Loss: 0.12200350314378738 	 loss eva: 0.04690263420343399 	
DEBUG:root:Epoch: 2 	 Loss: 0.11183062940835953 	 loss eva: 0.04672502726316452 	
DEBUG:root:Epoch: 3 	 Loss: 0.10424452275037766 	 loss eva: 0.04680582508444786 	
DEBUG:root:Epoch: 4 	 Loss: 0.11764488369226456 	 loss eva: 0.046716414391994476 	
DEBUG:root:Epoch: 5 	 Loss: 0.11038214713335037 	 loss eva: 0.04604768007993698 	
DEBUG:root:Epoch: 6 	 Loss: 0.13207966089248657 	 loss eva: 0.04746941477060318 	
DEBUG:root:Epoch: 7 	 Loss: 0.118492990732193 	 loss eva: 0.045973196625709534 	
DEBUG:root:Epoch: 8 	 Loss: 0.12146848440170288 	 loss eva: 0.04580719396471977 	
DEBUG:root:Epoch: 9 	 Loss: 0.10379757732152939 	 loss eva: 0.04589995741844177 	
DEBUG:root:Epoch: 10 	 Loss: 0.12597696483135223 	 loss eva: 0.047031156718730927 	
DEBUG:root:Epoch: 11 	 Loss: 0.09825512021780014 	 loss eva: 0.04605982452630997 	
DEBUG:root:Epoch: 12 	 Loss: 0.1073218509554863 	 loss eva: 0.046376798301935196 	
DEBUG:root:Epoch: 13 	 Loss: 0.09366621822118759 	 loss eva: 0.045858822762966156 	
DEBUG:root:Epoch: 14 	 Loss: 0.1115291640162468 	 loss eva: 0.04553353786468506 	
DEBUG:root:Epoch: 15 	 Loss: 0.11432681977748871 	 loss eva: 0.04638378694653511 	
DEBUG:root:Epoch: 16 	 Loss: 0.12009012699127197 	 loss eva: 0.046237390488386154 	
DEBUG:root:Epoch: 17 	 Loss: 0.12380827963352203 	 loss eva: 0.045844241976737976 	
DEBUG:root:Epoch: 18 	 Loss: 0.10217923671007156 	 loss eva: 0.04760029539465904 	
DEBUG:root:Epoch: 19 	 Loss: 0.12775243818759918 	 loss eva: 0.04673269763588905 	
DEBUG:root:Epoch: 20 	 Loss: 0.10837310552597046 	 loss eva: 0.046627238392829895 	
DEBUG:root:Epoch: 21 	 Loss: 0.1266005039215088 	 loss eva: 0.04675304517149925 	
DEBUG:root:Epoch: 22 	 Loss: 0.1388908475637436 	 loss eva: 0.04626217857003212 	
DEBUG:root:Epoch: 23 	 Loss: 0.106697678565979 	 loss eva: 0.04552840813994408 	
DEBUG:root:Epoch: 24 	 Loss: 0.101564921438694 	 loss eva: 0.04651467502117157 	
DEBUG:root:Epoch: 25 	 Loss: 0.10468846559524536 	 loss eva: 0.04723810404539108 	
DEBUG:root:Epoch: 26 	 Loss: 0.11316468566656113 	 loss eva: 0.04747248440980911 	
DEBUG:root:Epoch: 27 	 Loss: 0.10274643450975418 	 loss eva: 0.04634929075837135 	
DEBUG:root:Epoch: 28 	 Loss: 0.12357809394598007 	 loss eva: 0.04645158722996712 	
DEBUG:root:Epoch: 29 	 Loss: 0.09841389209032059 	 loss eva: 0.04662511125206947 	
DEBUG:root:Epoch: 30 	 Loss: 0.10051057487726212 	 loss eva: 0.046489544212818146 	
DEBUG:root:Epoch: 31 	 Loss: 0.09890051186084747 	 loss eva: 0.04617113620042801 	
DEBUG:root:Epoch: 32 	 Loss: 0.1003885492682457 	 loss eva: 0.047381069511175156 	
DEBUG:root:Epoch: 33 	 Loss: 0.10819075256586075 	 loss eva: 0.04472169652581215 	
DEBUG:root:Epoch: 34 	 Loss: 0.09871874004602432 	 loss eva: 0.04652373492717743 	
DEBUG:root:Epoch: 35 	 Loss: 0.10545230656862259 	 loss eva: 0.04545627161860466 	
