INFO:root:Start LIMU fine-tuning head for 700 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 1.7966053485870361 	 train acc: 0.24615384615384617 	 eval acc: 0.246875test acc: 0.20910075839653305 	 train f1: 0.11609686609686609 	 eval f1: 0.07958656330749354 	 test f1: 0.06185897435897436
DEBUG:root:Epoch: 1 	 Loss: 1.8197555541992188 	 train acc: 0.2153846153846154 	 eval acc: 0.1859375test acc: 0.13542795232936078 	 train f1: 0.11388888888888889 	 eval f1: 0.09143298469047173 	 test f1: 0.06782752902155888
DEBUG:root:Epoch: 2 	 Loss: 1.8171831369400024 	 train acc: 0.23076923076923078 	 eval acc: 0.2390625test acc: 0.20910075839653305 	 train f1: 0.10036945812807883 	 eval f1: 0.08731300345224396 	 test f1: 0.07314762175478491
DEBUG:root:Epoch: 3 	 Loss: 1.795682668685913 	 train acc: 0.23076923076923078 	 eval acc: 0.2390625test acc: 0.20910075839653305 	 train f1: 0.09945436507936507 	 eval f1: 0.08350744116929491 	 test f1: 0.06764808973010865
DEBUG:root:Epoch: 4 	 Loss: 1.7607096433639526 	 train acc: 0.23076923076923078 	 eval acc: 0.2453125test acc: 0.20910075839653305 	 train f1: 0.10294117647058824 	 eval f1: 0.08243475176195021 	 test f1: 0.06185897435897436
DEBUG:root:Epoch: 5 	 Loss: 1.7864819765090942 	 train acc: 0.23076923076923078 	 eval acc: 0.24375test acc: 0.20910075839653305 	 train f1: 0.09999999999999999 	 eval f1: 0.08421462762996772 	 test f1: 0.061918511389156244
DEBUG:root:Epoch: 6 	 Loss: 1.7839694023132324 	 train acc: 0.23076923076923078 	 eval acc: 0.240625test acc: 0.20910075839653305 	 train f1: 0.10036945812807883 	 eval f1: 0.08784900001171632 	 test f1: 0.07200149225890692
DEBUG:root:Epoch: 7 	 Loss: 1.7279725074768066 	 train acc: 0.23076923076923078 	 eval acc: 0.215625test acc: 0.17172264355362946 	 train f1: 0.1097424412094065 	 eval f1: 0.09018132918706533 	 test f1: 0.07130004498425552
DEBUG:root:Epoch: 8 	 Loss: 1.6944003105163574 	 train acc: 0.24615384615384617 	 eval acc: 0.2test acc: 0.13434452871072589 	 train f1: 0.13809523809523808 	 eval f1: 0.1016164374325782 	 test f1: 0.06809338924263603
DEBUG:root:Epoch: 9 	 Loss: 1.716376781463623 	 train acc: 0.26153846153846155 	 eval acc: 0.2046875test acc: 0.11700975081256772 	 train f1: 0.14283033033033032 	 eval f1: 0.10812394969371714 	 test f1: 0.05837652894121175
DEBUG:root:Epoch: 10 	 Loss: 1.679795503616333 	 train acc: 0.27692307692307694 	 eval acc: 0.2578125test acc: 0.13651137594799567 	 train f1: 0.16530456576223165 	 eval f1: 0.16592136123353451 	 test f1: 0.07739988929013891
DEBUG:root:Epoch: 11 	 Loss: 1.6298694610595703 	 train acc: 0.27692307692307694 	 eval acc: 0.271875test acc: 0.19772481040086673 	 train f1: 0.17261904761904764 	 eval f1: 0.18143463863278106 	 test f1: 0.11046004711155517
DEBUG:root:Epoch: 12 	 Loss: 1.6320676803588867 	 train acc: 0.4461538461538462 	 eval acc: 0.3359375test acc: 0.25460455037919827 	 train f1: 0.35473321618832454 	 eval f1: 0.2815405432996919 	 test f1: 0.23527019504377886
DEBUG:root:Epoch: 13 	 Loss: 1.612550973892212 	 train acc: 0.5384615384615384 	 eval acc: 0.4265625test acc: 0.29469122426868904 	 train f1: 0.4199993226309015 	 eval f1: 0.3578959121199789 	 test f1: 0.29061606950397706
DEBUG:root:Epoch: 14 	 Loss: 1.5890218019485474 	 train acc: 0.6 	 eval acc: 0.5015625test acc: 0.5633802816901409 	 train f1: 0.522709495752974 	 eval f1: 0.43690921977215275 	 test f1: 0.5126255241011026
DEBUG:root:Epoch: 15 	 Loss: 1.5762746334075928 	 train acc: 0.5846153846153846 	 eval acc: 0.5171875test acc: 0.547670639219935 	 train f1: 0.5155753839964365 	 eval f1: 0.44168943928514964 	 test f1: 0.4743728221030908
DEBUG:root:Epoch: 16 	 Loss: 1.6083358526229858 	 train acc: 0.5846153846153846 	 eval acc: 0.54375test acc: 0.5812567713976164 	 train f1: 0.4848425853860636 	 eval f1: 0.46488564062362503 	 test f1: 0.4935918653918814
DEBUG:root:Epoch: 17 	 Loss: 1.5966131687164307 	 train acc: 0.6153846153846154 	 eval acc: 0.5296875test acc: 0.5861321776814734 	 train f1: 0.4993745686680469 	 eval f1: 0.46725750623119283 	 test f1: 0.49178467756408345
DEBUG:root:Epoch: 18 	 Loss: 1.5532146692276 	 train acc: 0.7384615384615385 	 eval acc: 0.5703125test acc: 0.6885157096424702 	 train f1: 0.6798077609546875 	 eval f1: 0.5219690550725032 	 test f1: 0.6385312446717776
DEBUG:root:Epoch: 19 	 Loss: 1.5672938823699951 	 train acc: 0.7076923076923077 	 eval acc: 0.6125test acc: 0.704225352112676 	 train f1: 0.5999301242236025 	 eval f1: 0.5422287449287572 	 test f1: 0.6464178442578229
DEBUG:root:Epoch: 20 	 Loss: 1.490080714225769 	 train acc: 0.7076923076923077 	 eval acc: 0.5921875test acc: 0.7031419284940412 	 train f1: 0.5999301242236025 	 eval f1: 0.513220189203297 	 test f1: 0.6334426798178627
DEBUG:root:Epoch: 21 	 Loss: 1.5036948919296265 	 train acc: 0.6615384615384615 	 eval acc: 0.621875test acc: 0.7215601300108342 	 train f1: 0.5233879164313947 	 eval f1: 0.5319507993665477 	 test f1: 0.6527538606471087
DEBUG:root:Epoch: 22 	 Loss: 1.411645531654358 	 train acc: 0.6461538461538462 	 eval acc: 0.621875test acc: 0.7210184182015168 	 train f1: 0.5129315129315128 	 eval f1: 0.5345744889234407 	 test f1: 0.6520627336002925
DEBUG:root:Epoch: 23 	 Loss: 1.4771966934204102 	 train acc: 0.6923076923076923 	 eval acc: 0.5859375test acc: 0.7204767063921993 	 train f1: 0.5779687382509963 	 eval f1: 0.495011799053155 	 test f1: 0.6512861013370098
