INFO:root:Start LIMU fine-tuning head for 700 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 1.785429835319519 	 train acc: 0.16666666666666666 	 eval acc: 0.23921130952380953test acc: 0.204177897574124 	 train f1: 0.04895104895104895 	 eval f1: 0.12337557698472816 	 test f1: 0.0790732133941386
DEBUG:root:Epoch: 1 	 Loss: 1.7738591432571411 	 train acc: 0.29365079365079366 	 eval acc: 0.3039434523809524test acc: 0.19305929919137466 	 train f1: 0.19531024531024532 	 eval f1: 0.21020682646096944 	 test f1: 0.08819186267268027
DEBUG:root:Epoch: 2 	 Loss: 1.744381070137024 	 train acc: 0.2619047619047619 	 eval acc: 0.13988095238095238test acc: 0.06805929919137467 	 train f1: 0.20714285714285716 	 eval f1: 0.10679792986122688 	 test f1: 0.0558945349062466
DEBUG:root:Epoch: 3 	 Loss: 1.70687997341156 	 train acc: 0.2698412698412698 	 eval acc: 0.16517857142857142test acc: 0.08524258760107817 	 train f1: 0.18652846195949646 	 eval f1: 0.12421944728619466 	 test f1: 0.06189342956195167
DEBUG:root:Epoch: 4 	 Loss: 1.7021490335464478 	 train acc: 0.21428571428571427 	 eval acc: 0.1796875test acc: 0.06839622641509434 	 train f1: 0.11360544217687074 	 eval f1: 0.1306057649435762 	 test f1: 0.03673200939425586
DEBUG:root:Epoch: 5 	 Loss: 1.670698642730713 	 train acc: 0.2698412698412698 	 eval acc: 0.24925595238095238test acc: 0.08221024258760108 	 train f1: 0.17647187281621243 	 eval f1: 0.19312442149796882 	 test f1: 0.05312899054460827
DEBUG:root:Epoch: 6 	 Loss: 1.6541070938110352 	 train acc: 0.2698412698412698 	 eval acc: 0.24479166666666666test acc: 0.09198113207547169 	 train f1: 0.17830065359477124 	 eval f1: 0.18405782554537828 	 test f1: 0.05507425906908201
DEBUG:root:Epoch: 7 	 Loss: 1.6444506645202637 	 train acc: 0.31746031746031744 	 eval acc: 0.25632440476190477test acc: 0.14892183288409702 	 train f1: 0.22533000316073135 	 eval f1: 0.21142123854190806 	 test f1: 0.11866050485160268
DEBUG:root:Epoch: 8 	 Loss: 1.6234548091888428 	 train acc: 0.3412698412698413 	 eval acc: 0.2537202380952381test acc: 0.15734501347708896 	 train f1: 0.238314087163192 	 eval f1: 0.22688060634432472 	 test f1: 0.12154678813896898
DEBUG:root:Epoch: 9 	 Loss: 1.629518747329712 	 train acc: 0.36507936507936506 	 eval acc: 0.24404761904761904test acc: 0.1971024258760108 	 train f1: 0.2774162869421059 	 eval f1: 0.22455964317005414 	 test f1: 0.16364558503167073
DEBUG:root:Epoch: 10 	 Loss: 1.6263622045516968 	 train acc: 0.31746031746031744 	 eval acc: 0.2838541666666667test acc: 0.13005390835579514 	 train f1: 0.21616891173342787 	 eval f1: 0.2620778154032632 	 test f1: 0.09113888332535214
DEBUG:root:Epoch: 11 	 Loss: 1.5946756601333618 	 train acc: 0.373015873015873 	 eval acc: 0.2418154761904762test acc: 0.23483827493261455 	 train f1: 0.3006744112104774 	 eval f1: 0.24478845381038292 	 test f1: 0.2220369066319964
INFO:root:Start LIMU fine-tuning head for 700 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 1.8391461372375488 	 train acc: 0.15873015873015872 	 eval acc: 0.14657738095238096test acc: 0.14690026954177898 	 train f1: 0.05847953216374269 	 eval f1: 0.050610147719974304 	 test f1: 0.05294474802671525
DEBUG:root:Epoch: 1 	 Loss: 1.7870203256607056 	 train acc: 0.15873015873015872 	 eval acc: 0.15401785714285715test acc: 0.16340970350404313 	 train f1: 0.07109479305740989 	 eval f1: 0.05963621563392401 	 test f1: 0.07302499182139918
