INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.5059751868247986 	 loss eva: 0.5497267842292786 	
DEBUG:root:Epoch: 1 	 Loss: 0.5403397679328918 	 loss eva: 0.5428333282470703 	
DEBUG:root:Epoch: 2 	 Loss: 0.5256428122520447 	 loss eva: 0.5357926487922668 	
DEBUG:root:Epoch: 3 	 Loss: 0.6722196340560913 	 loss eva: 0.5484998226165771 	
DEBUG:root:Epoch: 4 	 Loss: 0.5514513850212097 	 loss eva: 0.5311281085014343 	
DEBUG:root:Epoch: 5 	 Loss: 0.5297739505767822 	 loss eva: 0.5340010523796082 	
DEBUG:root:Epoch: 6 	 Loss: 0.5758468508720398 	 loss eva: 0.5403161644935608 	
DEBUG:root:Epoch: 7 	 Loss: 0.5586158037185669 	 loss eva: 0.521852433681488 	
DEBUG:root:Epoch: 8 	 Loss: 0.49644699692726135 	 loss eva: 0.5328485369682312 	
DEBUG:root:Epoch: 9 	 Loss: 0.4868541359901428 	 loss eva: 0.537931501865387 	
DEBUG:root:Epoch: 10 	 Loss: 0.4161120057106018 	 loss eva: 0.5407063364982605 	
DEBUG:root:Epoch: 11 	 Loss: 0.4917154610157013 	 loss eva: 0.5409120917320251 	
DEBUG:root:Epoch: 12 	 Loss: 0.5279783010482788 	 loss eva: 0.5313647985458374 	
DEBUG:root:Epoch: 13 	 Loss: 0.44321298599243164 	 loss eva: 0.5175655484199524 	
DEBUG:root:Epoch: 14 	 Loss: 0.5641655325889587 	 loss eva: 0.5305588841438293 	
DEBUG:root:Epoch: 15 	 Loss: 0.5682403445243835 	 loss eva: 0.5366910099983215 	
DEBUG:root:Epoch: 16 	 Loss: 0.45049113035202026 	 loss eva: 0.5505562424659729 	
DEBUG:root:Epoch: 17 	 Loss: 0.42823725938796997 	 loss eva: 0.5247012972831726 	
DEBUG:root:Epoch: 18 	 Loss: 0.4219188690185547 	 loss eva: 0.5382165908813477 	
DEBUG:root:Epoch: 19 	 Loss: 0.47710469365119934 	 loss eva: 0.541877031326294 	
DEBUG:root:Epoch: 20 	 Loss: 0.5517174005508423 	 loss eva: 0.5343589186668396 	
DEBUG:root:Epoch: 21 	 Loss: 0.5831310749053955 	 loss eva: 0.5335422158241272 	
DEBUG:root:Epoch: 22 	 Loss: 0.4940427541732788 	 loss eva: 0.535844087600708 	
DEBUG:root:Epoch: 23 	 Loss: 0.492693692445755 	 loss eva: 0.5443591475486755 	
DEBUG:root:Epoch: 24 	 Loss: 0.4122295081615448 	 loss eva: 0.523823082447052 	
DEBUG:root:Epoch: 25 	 Loss: 0.5686489939689636 	 loss eva: 0.5444751977920532 	
DEBUG:root:Epoch: 26 	 Loss: 0.4322294592857361 	 loss eva: 0.5297515392303467 	
DEBUG:root:Epoch: 27 	 Loss: 0.5142606496810913 	 loss eva: 0.5308441519737244 	
DEBUG:root:Epoch: 28 	 Loss: 0.5656872987747192 	 loss eva: 0.5240619778633118 	
DEBUG:root:Epoch: 29 	 Loss: 0.44507265090942383 	 loss eva: 0.5221883058547974 	
DEBUG:root:Epoch: 30 	 Loss: 0.44788163900375366 	 loss eva: 0.523226261138916 	
DEBUG:root:Epoch: 31 	 Loss: 0.4156503677368164 	 loss eva: 0.5145806670188904 	
DEBUG:root:Epoch: 32 	 Loss: 0.34747621417045593 	 loss eva: 0.4945027828216553 	
DEBUG:root:Epoch: 33 	 Loss: 0.5338219404220581 	 loss eva: 0.5304913520812988 	
DEBUG:root:Epoch: 34 	 Loss: 0.4154931902885437 	 loss eva: 0.5190523862838745 	
DEBUG:root:Epoch: 35 	 Loss: 0.38461941480636597 	 loss eva: 0.4995172917842865 	
DEBUG:root:Epoch: 36 	 Loss: 0.5038409233093262 	 loss eva: 0.51518315076828 	
DEBUG:root:Epoch: 37 	 Loss: 0.5472823977470398 	 loss eva: 0.5018759369850159 	
DEBUG:root:Epoch: 38 	 Loss: 0.4582660496234894 	 loss eva: 0.46763402223587036 	
DEBUG:root:Epoch: 39 	 Loss: 0.3911038041114807 	 loss eva: 0.48234936594963074 	
