INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.0947694256901741 	 loss eva: 0.08939244598150253 	
DEBUG:root:Epoch: 1 	 Loss: 0.07933402806520462 	 loss eva: 0.08112037181854248 	
DEBUG:root:Epoch: 2 	 Loss: 0.08045558631420135 	 loss eva: 0.08378220349550247 	
DEBUG:root:Epoch: 3 	 Loss: 0.08286166936159134 	 loss eva: 0.08672821521759033 	
DEBUG:root:Epoch: 4 	 Loss: 0.09388741850852966 	 loss eva: 0.08177846670150757 	
DEBUG:root:Epoch: 5 	 Loss: 0.08494356274604797 	 loss eva: 0.08163890242576599 	
DEBUG:root:Epoch: 6 	 Loss: 0.08670853078365326 	 loss eva: 0.07957281917333603 	
DEBUG:root:Epoch: 7 	 Loss: 0.08713597059249878 	 loss eva: 0.08075986802577972 	
DEBUG:root:Epoch: 8 	 Loss: 0.05868414044380188 	 loss eva: 0.08083818852901459 	
DEBUG:root:Epoch: 9 	 Loss: 0.09232147783041 	 loss eva: 0.0796070471405983 	
DEBUG:root:Epoch: 10 	 Loss: 0.09255432337522507 	 loss eva: 0.08691831678152084 	
DEBUG:root:Epoch: 11 	 Loss: 0.0809849202632904 	 loss eva: 0.08031189441680908 	
DEBUG:root:Epoch: 12 	 Loss: 0.08436619490385056 	 loss eva: 0.08060383796691895 	
DEBUG:root:Epoch: 13 	 Loss: 0.08557508885860443 	 loss eva: 0.07985462248325348 	
DEBUG:root:Epoch: 14 	 Loss: 0.08492159098386765 	 loss eva: 0.0780288353562355 	
DEBUG:root:Epoch: 15 	 Loss: 0.07836618274450302 	 loss eva: 0.07842868566513062 	
DEBUG:root:Epoch: 16 	 Loss: 0.08027762919664383 	 loss eva: 0.08151338994503021 	
DEBUG:root:Epoch: 17 	 Loss: 0.07474527508020401 	 loss eva: 0.08090563118457794 	
DEBUG:root:Epoch: 18 	 Loss: 0.08585524559020996 	 loss eva: 0.08293106406927109 	
DEBUG:root:Epoch: 19 	 Loss: 0.0724700540304184 	 loss eva: 0.079020194709301 	
DEBUG:root:Epoch: 20 	 Loss: 0.07874718308448792 	 loss eva: 0.07880096137523651 	
DEBUG:root:Epoch: 21 	 Loss: 0.08819132298231125 	 loss eva: 0.07829825580120087 	
DEBUG:root:Epoch: 22 	 Loss: 0.08245120942592621 	 loss eva: 0.07981152087450027 	
DEBUG:root:Epoch: 23 	 Loss: 0.070326067507267 	 loss eva: 0.07871764898300171 	
DEBUG:root:Epoch: 24 	 Loss: 0.07150819897651672 	 loss eva: 0.07924339920282364 	
DEBUG:root:Epoch: 25 	 Loss: 0.07855410128831863 	 loss eva: 0.08224844932556152 	
DEBUG:root:Epoch: 26 	 Loss: 0.07672572880983353 	 loss eva: 0.07969652116298676 	
DEBUG:root:Epoch: 27 	 Loss: 0.07758389413356781 	 loss eva: 0.07680439949035645 	
DEBUG:root:Epoch: 28 	 Loss: 0.07124964147806168 	 loss eva: 0.07527004927396774 	
DEBUG:root:Epoch: 29 	 Loss: 0.08131691068410873 	 loss eva: 0.0771394819021225 	
DEBUG:root:Epoch: 30 	 Loss: 0.07405010610818863 	 loss eva: 0.07563067972660065 	
DEBUG:root:Epoch: 31 	 Loss: 0.086671844124794 	 loss eva: 0.07596061378717422 	
DEBUG:root:Epoch: 32 	 Loss: 0.0806417465209961 	 loss eva: 0.07926253974437714 	
DEBUG:root:Epoch: 33 	 Loss: 0.06676621735095978 	 loss eva: 0.07526375353336334 	
DEBUG:root:Epoch: 34 	 Loss: 0.06292157620191574 	 loss eva: 0.07794558256864548 	
DEBUG:root:Epoch: 35 	 Loss: 0.08206567168235779 	 loss eva: 0.0739634782075882 	
DEBUG:root:Epoch: 36 	 Loss: 0.0739833265542984 	 loss eva: 0.07403992861509323 	
DEBUG:root:Epoch: 37 	 Loss: 0.09329161047935486 	 loss eva: 0.07629447430372238 	
DEBUG:root:Epoch: 38 	 Loss: 0.07297618687152863 	 loss eva: 0.07376095652580261 	
DEBUG:root:Epoch: 39 	 Loss: 0.0773007720708847 	 loss eva: 0.07428715378046036 	
DEBUG:root:Epoch: 40 	 Loss: 0.06982819736003876 	 loss eva: 0.0731642097234726 	
DEBUG:root:Epoch: 41 	 Loss: 0.08030183613300323 	 loss eva: 0.07260549068450928 	
DEBUG:root:Epoch: 42 	 Loss: 0.07758720219135284 	 loss eva: 0.07925105839967728 	
DEBUG:root:Epoch: 43 	 Loss: 0.07393812388181686 	 loss eva: 0.07903893291950226 	
DEBUG:root:Epoch: 44 	 Loss: 0.05350256338715553 	 loss eva: 0.07652945071458817 	
DEBUG:root:Epoch: 45 	 Loss: 0.07668297737836838 	 loss eva: 0.07246650010347366 	
DEBUG:root:Epoch: 46 	 Loss: 0.05902957171201706 	 loss eva: 0.06937530636787415 	
DEBUG:root:Epoch: 47 	 Loss: 0.07497570663690567 	 loss eva: 0.0695744976401329 	
DEBUG:root:Epoch: 48 	 Loss: 0.061306118965148926 	 loss eva: 0.06916407495737076 	
