INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.09003791958093643 	 loss eva: 0.08410264551639557 	
DEBUG:root:Epoch: 1 	 Loss: 0.07189124822616577 	 loss eva: 0.06703644245862961 	
DEBUG:root:Epoch: 2 	 Loss: 0.058184463530778885 	 loss eva: 0.06021203473210335 	
DEBUG:root:Epoch: 3 	 Loss: 0.05892832204699516 	 loss eva: 0.05538579449057579 	
DEBUG:root:Epoch: 4 	 Loss: 0.07232765108346939 	 loss eva: 0.060615189373493195 	
DEBUG:root:Epoch: 5 	 Loss: 0.0627223402261734 	 loss eva: 0.05224493145942688 	
DEBUG:root:Epoch: 6 	 Loss: 0.07602806389331818 	 loss eva: 0.05883185938000679 	
DEBUG:root:Epoch: 7 	 Loss: 0.06910859048366547 	 loss eva: 0.04405726492404938 	
DEBUG:root:Epoch: 8 	 Loss: 0.05533849820494652 	 loss eva: 0.04962611198425293 	
DEBUG:root:Epoch: 9 	 Loss: 0.06087812781333923 	 loss eva: 0.05844879895448685 	
DEBUG:root:Epoch: 10 	 Loss: 0.056418146938085556 	 loss eva: 0.053214676678180695 	
DEBUG:root:Epoch: 11 	 Loss: 0.05749722942709923 	 loss eva: 0.06178048998117447 	
DEBUG:root:Epoch: 12 	 Loss: 0.07307214289903641 	 loss eva: 0.05288944020867348 	
DEBUG:root:Epoch: 13 	 Loss: 0.09023618698120117 	 loss eva: 0.04800313711166382 	
DEBUG:root:Epoch: 14 	 Loss: 0.050727032124996185 	 loss eva: 0.05715765804052353 	
DEBUG:root:Epoch: 15 	 Loss: 0.07311054319143295 	 loss eva: 0.05137988552451134 	
DEBUG:root:Epoch: 16 	 Loss: 0.07810843735933304 	 loss eva: 0.04797624796628952 	
DEBUG:root:Epoch: 17 	 Loss: 0.07846687734127045 	 loss eva: 0.05620184540748596 	
DEBUG:root:Epoch: 18 	 Loss: 0.06145588681101799 	 loss eva: 0.051055971533060074 	
DEBUG:root:Epoch: 19 	 Loss: 0.06857583671808243 	 loss eva: 0.04759344831109047 	
DEBUG:root:Epoch: 20 	 Loss: 0.05952323228120804 	 loss eva: 0.05670957267284393 	
DEBUG:root:Epoch: 21 	 Loss: 0.06011538207530975 	 loss eva: 0.05588178709149361 	
DEBUG:root:Epoch: 22 	 Loss: 0.06421878188848495 	 loss eva: 0.05764608085155487 	
DEBUG:root:Epoch: 23 	 Loss: 0.048603881150484085 	 loss eva: 0.05368363484740257 	
