INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.09073332697153091 	 loss eva: 0.1087043285369873 	
DEBUG:root:Epoch: 1 	 Loss: 0.0999068170785904 	 loss eva: 0.10867127776145935 	
DEBUG:root:Epoch: 2 	 Loss: 0.08858615159988403 	 loss eva: 0.10474507510662079 	
DEBUG:root:Epoch: 3 	 Loss: 0.08933071047067642 	 loss eva: 0.10660412162542343 	
DEBUG:root:Epoch: 4 	 Loss: 0.07918527722358704 	 loss eva: 0.10592658817768097 	
DEBUG:root:Epoch: 5 	 Loss: 0.08574619889259338 	 loss eva: 0.10597313940525055 	
DEBUG:root:Epoch: 6 	 Loss: 0.09204006940126419 	 loss eva: 0.10517378151416779 	
DEBUG:root:Epoch: 7 	 Loss: 0.1034836620092392 	 loss eva: 0.10421223193407059 	
DEBUG:root:Epoch: 8 	 Loss: 0.07780460268259048 	 loss eva: 0.10359162837266922 	
DEBUG:root:Epoch: 9 	 Loss: 0.09759627282619476 	 loss eva: 0.10557655990123749 	
DEBUG:root:Epoch: 10 	 Loss: 0.07471389323472977 	 loss eva: 0.10559538006782532 	
DEBUG:root:Epoch: 11 	 Loss: 0.08966563642024994 	 loss eva: 0.10730236023664474 	
DEBUG:root:Epoch: 12 	 Loss: 0.08751025050878525 	 loss eva: 0.10443616658449173 	
DEBUG:root:Epoch: 13 	 Loss: 0.09233064204454422 	 loss eva: 0.1047235056757927 	
DEBUG:root:Epoch: 14 	 Loss: 0.08403491973876953 	 loss eva: 0.10469691455364227 	
DEBUG:root:Epoch: 15 	 Loss: 0.08699429780244827 	 loss eva: 0.1028316468000412 	
DEBUG:root:Epoch: 16 	 Loss: 0.08966589719057083 	 loss eva: 0.10559256374835968 	
DEBUG:root:Epoch: 17 	 Loss: 0.09311661869287491 	 loss eva: 0.10344786196947098 	
DEBUG:root:Epoch: 18 	 Loss: 0.09177704900503159 	 loss eva: 0.10524924099445343 	
DEBUG:root:Epoch: 19 	 Loss: 0.11079183220863342 	 loss eva: 0.10475367307662964 	
DEBUG:root:Epoch: 20 	 Loss: 0.09847822040319443 	 loss eva: 0.10171771794557571 	
DEBUG:root:Epoch: 21 	 Loss: 0.08064568787813187 	 loss eva: 0.10423872619867325 	
DEBUG:root:Epoch: 22 	 Loss: 0.09217840433120728 	 loss eva: 0.10190347582101822 	
DEBUG:root:Epoch: 23 	 Loss: 0.08525031059980392 	 loss eva: 0.10101424157619476 	
DEBUG:root:Epoch: 24 	 Loss: 0.1119227185845375 	 loss eva: 0.10359683632850647 	
DEBUG:root:Epoch: 25 	 Loss: 0.08693625032901764 	 loss eva: 0.10394919663667679 	
DEBUG:root:Epoch: 26 	 Loss: 0.0860644280910492 	 loss eva: 0.10417523235082626 	
DEBUG:root:Epoch: 27 	 Loss: 0.10613687336444855 	 loss eva: 0.10311808437108994 	
DEBUG:root:Epoch: 28 	 Loss: 0.0807764083147049 	 loss eva: 0.1028752252459526 	
DEBUG:root:Epoch: 29 	 Loss: 0.08342485129833221 	 loss eva: 0.10392564535140991 	
DEBUG:root:Epoch: 30 	 Loss: 0.08738337457180023 	 loss eva: 0.10370469093322754 	
DEBUG:root:Epoch: 31 	 Loss: 0.08982974290847778 	 loss eva: 0.10420529544353485 	
DEBUG:root:Epoch: 32 	 Loss: 0.0951630249619484 	 loss eva: 0.10305982828140259 	
DEBUG:root:Epoch: 33 	 Loss: 0.09541670233011246 	 loss eva: 0.09990928322076797 	
DEBUG:root:Epoch: 34 	 Loss: 0.09053660929203033 	 loss eva: 0.10337556898593903 	
DEBUG:root:Epoch: 35 	 Loss: 0.09560437500476837 	 loss eva: 0.1035308837890625 	
DEBUG:root:Epoch: 36 	 Loss: 0.08276855200529099 	 loss eva: 0.10125137120485306 	
DEBUG:root:Epoch: 37 	 Loss: 0.10547507554292679 	 loss eva: 0.10027725249528885 	
DEBUG:root:Epoch: 38 	 Loss: 0.0877629891037941 	 loss eva: 0.1001020222902298 	
DEBUG:root:Epoch: 39 	 Loss: 0.08465909957885742 	 loss eva: 0.10017979890108109 	
DEBUG:root:Epoch: 40 	 Loss: 0.09138759225606918 	 loss eva: 0.09901581704616547 	
