INFO:root:Start LIMU fine-tuning head for 700 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 1.822949767112732 	 train acc: 0.16666666666666666 	 eval acc: 0.15625test acc: 0.1706392199349946 	 train f1: 0.047619047619047616 	 eval f1: 0.04504504504504505 	 test f1: 0.049401392258535105
DEBUG:root:Epoch: 1 	 Loss: 1.7751768827438354 	 train acc: 0.16666666666666666 	 eval acc: 0.1609375test acc: 0.1706392199349946 	 train f1: 0.047619047619047616 	 eval f1: 0.05117494591178801 	 test f1: 0.049973460186920914
DEBUG:root:Epoch: 2 	 Loss: 1.7564033269882202 	 train acc: 0.18333333333333332 	 eval acc: 0.1546875test acc: 0.09696641386782232 	 train f1: 0.11546840958605664 	 eval f1: 0.10132512065323845 	 test f1: 0.04221562502021201
DEBUG:root:Epoch: 3 	 Loss: 1.7617700099945068 	 train acc: 0.18333333333333332 	 eval acc: 0.15625test acc: 0.14301191765980498 	 train f1: 0.11157698579082226 	 eval f1: 0.09850563176090109 	 test f1: 0.08275118533402039
DEBUG:root:Epoch: 4 	 Loss: 1.76859450340271 	 train acc: 0.25 	 eval acc: 0.2078125test acc: 0.21776814734561215 	 train f1: 0.1611111111111111 	 eval f1: 0.13385856350572356 	 test f1: 0.12859754860817865
DEBUG:root:Epoch: 5 	 Loss: 1.7612847089767456 	 train acc: 0.25 	 eval acc: 0.2test acc: 0.22426868905742145 	 train f1: 0.1611111111111111 	 eval f1: 0.1426512494777216 	 test f1: 0.14917095318831
DEBUG:root:Epoch: 6 	 Loss: 1.7497735023498535 	 train acc: 0.25 	 eval acc: 0.203125test acc: 0.22318526543878656 	 train f1: 0.1611111111111111 	 eval f1: 0.14430173180413838 	 test f1: 0.1509889078405166
DEBUG:root:Epoch: 7 	 Loss: 1.7101688385009766 	 train acc: 0.25 	 eval acc: 0.196875test acc: 0.2226435536294691 	 train f1: 0.16994949494949496 	 eval f1: 0.11783564188510025 	 test f1: 0.15041888878493012
DEBUG:root:Epoch: 8 	 Loss: 1.6909022331237793 	 train acc: 0.2833333333333333 	 eval acc: 0.240625test acc: 0.20910075839653305 	 train f1: 0.22023809523809526 	 eval f1: 0.18860952092907016 	 test f1: 0.1652408786611735
DEBUG:root:Epoch: 9 	 Loss: 1.655234932899475 	 train acc: 0.26666666666666666 	 eval acc: 0.20625test acc: 0.19718309859154928 	 train f1: 0.17013888888888887 	 eval f1: 0.1678187444770841 	 test f1: 0.14787574842140297
DEBUG:root:Epoch: 10 	 Loss: 1.6438064575195312 	 train acc: 0.3 	 eval acc: 0.2234375test acc: 0.20205850487540628 	 train f1: 0.21794871794871795 	 eval f1: 0.19259016389004754 	 test f1: 0.16352136308345075
DEBUG:root:Epoch: 11 	 Loss: 1.6634619235992432 	 train acc: 0.5166666666666667 	 eval acc: 0.36875test acc: 0.3066088840736728 	 train f1: 0.4974396392138328 	 eval f1: 0.3666322471793437 	 test f1: 0.28537816060967436
