INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.0929025411605835 	 loss eva: 0.0958477333188057 	
DEBUG:root:Epoch: 1 	 Loss: 0.10504215955734253 	 loss eva: 0.09218070656061172 	
DEBUG:root:Epoch: 2 	 Loss: 0.08150949329137802 	 loss eva: 0.08990386873483658 	
DEBUG:root:Epoch: 3 	 Loss: 0.10036381334066391 	 loss eva: 0.09018348157405853 	
DEBUG:root:Epoch: 4 	 Loss: 0.09766487777233124 	 loss eva: 0.090703085064888 	
DEBUG:root:Epoch: 5 	 Loss: 0.10301628708839417 	 loss eva: 0.09130468219518661 	
DEBUG:root:Epoch: 6 	 Loss: 0.09656082093715668 	 loss eva: 0.09055355191230774 	
DEBUG:root:Epoch: 7 	 Loss: 0.0869474932551384 	 loss eva: 0.08790066093206406 	
DEBUG:root:Epoch: 8 	 Loss: 0.1000116840004921 	 loss eva: 0.08829572796821594 	
DEBUG:root:Epoch: 9 	 Loss: 0.09654723107814789 	 loss eva: 0.09029515087604523 	
DEBUG:root:Epoch: 10 	 Loss: 0.0766868069767952 	 loss eva: 0.08999232947826385 	
DEBUG:root:Epoch: 11 	 Loss: 0.08351603895425797 	 loss eva: 0.0910482406616211 	
DEBUG:root:Epoch: 12 	 Loss: 0.0910024493932724 	 loss eva: 0.0915718600153923 	
DEBUG:root:Epoch: 13 	 Loss: 0.09126115590333939 	 loss eva: 0.08846326917409897 	
DEBUG:root:Epoch: 14 	 Loss: 0.10006346553564072 	 loss eva: 0.08919467031955719 	
DEBUG:root:Epoch: 15 	 Loss: 0.09109801054000854 	 loss eva: 0.08867636322975159 	
DEBUG:root:Epoch: 16 	 Loss: 0.09262312203645706 	 loss eva: 0.09080035984516144 	
DEBUG:root:Epoch: 17 	 Loss: 0.08871622383594513 	 loss eva: 0.0893547460436821 	
DEBUG:root:Epoch: 18 	 Loss: 0.08584383130073547 	 loss eva: 0.08886374533176422 	
DEBUG:root:Epoch: 19 	 Loss: 0.07786289602518082 	 loss eva: 0.0895552709698677 	
DEBUG:root:Epoch: 20 	 Loss: 0.10207866132259369 	 loss eva: 0.08905775845050812 	
DEBUG:root:Epoch: 21 	 Loss: 0.09211686998605728 	 loss eva: 0.08740248531103134 	
DEBUG:root:Epoch: 22 	 Loss: 0.09804884344339371 	 loss eva: 0.08857004344463348 	
DEBUG:root:Epoch: 23 	 Loss: 0.10312972217798233 	 loss eva: 0.09152349084615707 	
DEBUG:root:Epoch: 24 	 Loss: 0.08721551299095154 	 loss eva: 0.08994481712579727 	
