INFO:root:Start LIMU training for 3200 epochs.
INFO:root:Training with gpu: True.
DEBUG:root:Epoch: 0 	 Loss: 0.30141550302505493 	 loss eva: 0.22967885434627533 	
DEBUG:root:Epoch: 1 	 Loss: 0.17530350387096405 	 loss eva: 0.11866767704486847 	
DEBUG:root:Epoch: 2 	 Loss: 0.1165500357747078 	 loss eva: 0.10793763399124146 	
DEBUG:root:Epoch: 3 	 Loss: 0.12896111607551575 	 loss eva: 0.11322028189897537 	
DEBUG:root:Epoch: 4 	 Loss: 0.12081768363714218 	 loss eva: 0.10279760509729385 	
DEBUG:root:Epoch: 5 	 Loss: 0.11124064028263092 	 loss eva: 0.09045594930648804 	
DEBUG:root:Epoch: 6 	 Loss: 0.09743180125951767 	 loss eva: 0.08840923756361008 	
DEBUG:root:Epoch: 7 	 Loss: 0.10298415273427963 	 loss eva: 0.07965323328971863 	
DEBUG:root:Epoch: 8 	 Loss: 0.09757059067487717 	 loss eva: 0.07837831974029541 	
DEBUG:root:Epoch: 9 	 Loss: 0.09591094404459 	 loss eva: 0.06716685742139816 	
DEBUG:root:Epoch: 10 	 Loss: 0.08950544148683548 	 loss eva: 0.0773037001490593 	
DEBUG:root:Epoch: 11 	 Loss: 0.08605396002531052 	 loss eva: 0.07921582460403442 	
DEBUG:root:Epoch: 12 	 Loss: 0.09084153920412064 	 loss eva: 0.07880991697311401 	
DEBUG:root:Epoch: 13 	 Loss: 0.0820043608546257 	 loss eva: 0.07558096200227737 	
DEBUG:root:Epoch: 14 	 Loss: 0.0935988798737526 	 loss eva: 0.06902250647544861 	
DEBUG:root:Epoch: 15 	 Loss: 0.08784961700439453 	 loss eva: 0.06381016224622726 	
DEBUG:root:Epoch: 16 	 Loss: 0.07860474288463593 	 loss eva: 0.06384129077196121 	
DEBUG:root:Epoch: 17 	 Loss: 0.08726970106363297 	 loss eva: 0.06701669842004776 	
DEBUG:root:Epoch: 18 	 Loss: 0.09140490740537643 	 loss eva: 0.06644593179225922 	
DEBUG:root:Epoch: 19 	 Loss: 0.07800006121397018 	 loss eva: 0.06006478890776634 	
DEBUG:root:Epoch: 20 	 Loss: 0.07746349275112152 	 loss eva: 0.06172727793455124 	
DEBUG:root:Epoch: 21 	 Loss: 0.07650770992040634 	 loss eva: 0.06726610660552979 	
DEBUG:root:Epoch: 22 	 Loss: 0.08627209067344666 	 loss eva: 0.06042094901204109 	
DEBUG:root:Epoch: 23 	 Loss: 0.07907164841890335 	 loss eva: 0.0645940750837326 	
DEBUG:root:Epoch: 24 	 Loss: 0.07197273522615433 	 loss eva: 0.06194767728447914 	
DEBUG:root:Epoch: 25 	 Loss: 0.07490687817335129 	 loss eva: 0.06287774443626404 	
DEBUG:root:Epoch: 26 	 Loss: 0.08042209595441818 	 loss eva: 0.06844206154346466 	
DEBUG:root:Epoch: 27 	 Loss: 0.07457762956619263 	 loss eva: 0.06474941968917847 	
DEBUG:root:Epoch: 28 	 Loss: 0.08035050332546234 	 loss eva: 0.072023406624794 	
DEBUG:root:Epoch: 29 	 Loss: 0.08204150944948196 	 loss eva: 0.0652763694524765 	
DEBUG:root:Epoch: 30 	 Loss: 0.08654400706291199 	 loss eva: 0.06016048043966293 	
DEBUG:root:Epoch: 31 	 Loss: 0.06857843697071075 	 loss eva: 0.06820249557495117 	
DEBUG:root:Epoch: 32 	 Loss: 0.07149732857942581 	 loss eva: 0.06633950769901276 	
DEBUG:root:Epoch: 33 	 Loss: 0.07511956244707108 	 loss eva: 0.06757349520921707 	
DEBUG:root:Epoch: 34 	 Loss: 0.07315629720687866 	 loss eva: 0.062128398567438126 	
DEBUG:root:Epoch: 35 	 Loss: 0.07077565789222717 	 loss eva: 0.06182810664176941 	
DEBUG:root:Epoch: 36 	 Loss: 0.07509081065654755 	 loss eva: 0.05865610018372536 	
DEBUG:root:Epoch: 37 	 Loss: 0.07560484111309052 	 loss eva: 0.06914408504962921 	
DEBUG:root:Epoch: 38 	 Loss: 0.07585062086582184 	 loss eva: 0.06763212382793427 	
DEBUG:root:Epoch: 39 	 Loss: 0.08315685391426086 	 loss eva: 0.06210869178175926 	
DEBUG:root:Epoch: 40 	 Loss: 0.08040996640920639 	 loss eva: 0.059461627155542374 	
DEBUG:root:Epoch: 41 	 Loss: 0.07006310671567917 	 loss eva: 0.06228948384523392 	
DEBUG:root:Epoch: 42 	 Loss: 0.0632355734705925 	 loss eva: 0.05988461151719093 	
DEBUG:root:Epoch: 43 	 Loss: 0.07564064115285873 	 loss eva: 0.06642719358205795 	
DEBUG:root:Epoch: 44 	 Loss: 0.0580592155456543 	 loss eva: 0.05782075598835945 	
DEBUG:root:Epoch: 45 	 Loss: 0.0741790235042572 	 loss eva: 0.0631098747253418 	
DEBUG:root:Epoch: 46 	 Loss: 0.06928101927042007 	 loss eva: 0.06169253587722778 	
DEBUG:root:Epoch: 47 	 Loss: 0.07077237218618393 	 loss eva: 0.061561569571495056 	
DEBUG:root:Epoch: 48 	 Loss: 0.07108844071626663 	 loss eva: 0.05283474549651146 	
DEBUG:root:Epoch: 49 	 Loss: 0.06927800923585892 	 loss eva: 0.06502458453178406 	
DEBUG:root:Epoch: 50 	 Loss: 0.07791861891746521 	 loss eva: 0.06071069836616516 	
DEBUG:root:Epoch: 51 	 Loss: 0.07063203305006027 	 loss eva: 0.06059853732585907 	
DEBUG:root:Epoch: 52 	 Loss: 0.0725877583026886 	 loss eva: 0.05882769823074341 	
DEBUG:root:Epoch: 53 	 Loss: 0.07572129368782043 	 loss eva: 0.060066353529691696 	
DEBUG:root:Epoch: 54 	 Loss: 0.07914913445711136 	 loss eva: 0.06515070796012878 	
